0.40967,0.40967,11,12,19,20,22,11,11,11,17,17,13,13,13,12,12,12,13,23,23,24,24,19,19,11,11,11,11,11,11,11,1,1,1,22,22,2,10,4,4,5,2,18,18,23,23,24,24,24,21,14,25,25,25,12,12,16
0.44716,0.44716,15,17,26,14,18,23,23,23,25,25,12,12,12,17,17,17,12,24,24,10,22,21,26,15,15,23,23,23,23,15,16,8,1,20,20,11,2,4,4,5,11,13,13,24,19,19,19,19,6,9,7,7,7,3,15,3
0.44716,0.44716,20,15,24,11,8,1,1,1,9,9,17,17,17,15,15,15,17,23,23,26,24,13,24,20,20,1,1,1,1,20,6,7,6,19,19,10,5,3,3,2,21,12,12,23,4,4,4,4,22,18,14,14,25,16,20,16
0.41233,0.41233,17,14,26,9,15,14,24,23,1,26,14,14,14,26,24,1,1,18,13,13,13,18,22,1,26,26,24,1,1,1,10,4,2,11,11,7,19,5,5,3,12,17,17,26,23,1,24,24,8,6,20,20,21,25,25,16
0.4165,0.4165,10,13,6,17,11,13,16,24,21,6,13,24,24,6,16,21,21,14,25,1,1,14,14,13,6,6,16,13,21,21,12,2,4,19,19,8,22,5,5,3,15,10,10,6,24,21,16,16,7,9,26,26,20,23,23,18
0.44702,0.44702,17,6,16,24,9,17,17,17,12,12,6,6,6,6,6,6,6,11,11,3,4,20,16,17,17,17,17,17,17,17,13,23,14,10,10,18,25,7,8,26,19,12,12,11,1,2,2,2,22,21,15,15,15,5,17,5
0.43939,0.43939,2,2,17,25,18,8,5,5,8,8,8,8,15,5,5,5,10,7,7,7,7,6,6,4,5,5,5,5,4,3,19,13,14,22,22,21,23,26,26,24,20,8,8,8,8,15,12,2,1,16,11,11,11,2,9,9
0.45655,0.45655,18,2,8,24,14,18,18,18,13,13,1,1,1,2,2,2,1,12,12,10,9,20,9,18,18,18,18,18,18,18,6,22,7,15,15,16,25,3,4,26,17,13,13,12,11,11,11,11,23,21,19,19,19,5,18,5
0.44702,0.44702,17,6,16,24,9,17,17,17,12,12,6,6,6,6,6,6,6,11,11,3,4,20,16,17,17,17,17,17,17,17,13,23,14,10,10,18,25,7,8,26,19,12,12,11,1,2,2,2,22,21,15,15,15,5,17,5
0.45865,0.45865,13,2,4,23,5,13,13,13,14,14,1,1,1,1,2,1,1,8,8,12,3,20,4,13,13,13,13,13,13,13,17,24,18,6,6,15,25,10,11,26,16,14,14,8,7,12,12,12,22,21,19,19,19,2,2,9
0.43287,0.43287,11,2,10,20,16,2,5,1,5,10,2,2,2,10,5,5,5,8,13,9,9,8,8,10,10,10,5,5,5,5,21,26,22,17,17,18,14,24,24,15,19,11,11,10,1,5,5,5,25,23,7,7,6,3,4,12
0.47514,0.47514,8,22,15,14,14,19,9,9,7,7,19,10,23,9,8,8,13,2,24,2,1,15,15,19,10,10,10,7,7,22,16,26,17,21,21,11,3,5,6,4,12,7,10,10,10,18,7,7,20,25,8,8,8,7,7,7
0.44291,0.44291,15,6,17,24,9,15,15,15,12,12,6,6,6,6,6,6,6,11,11,3,4,20,17,15,15,15,15,15,15,15,13,23,14,10,10,18,25,7,8,26,19,12,12,11,1,2,2,2,22,21,16,16,16,6,15,5
0.43751,0.43751,7,7,17,26,18,3,1,1,3,3,3,3,10,1,1,1,13,8,8,8,8,9,9,2,1,1,1,1,2,6,19,15,16,22,22,21,23,25,25,24,20,3,3,3,3,10,12,7,7,14,5,5,4,7,11,11
0.4494,0.4494,18,2,9,24,14,18,18,18,3,3,2,2,2,2,2,2,2,11,11,12,10,19,10,18,18,18,18,18,18,18,7,22,8,15,15,16,25,5,6,26,17,4,4,11,13,13,13,13,23,21,20,20,20,1,18,1
0.44291,0.44291,15,6,17,24,9,15,15,15,12,12,6,6,6,6,6,6,6,11,11,3,4,20,17,15,15,15,15,15,15,15,13,23,14,10,10,18,25,7,8,26,19,12,12,11,1,2,2,2,22,21,16,16,16,6,15,5
0.44377,0.44377,14,9,1,23,4,14,14,14,13,13,9,9,9,9,9,9,9,7,7,10,3,20,2,14,14,14,14,14,14,14,18,24,19,5,5,15,25,11,12,26,16,13,13,7,6,10,10,10,22,21,17,17,17,9,9,8
0.43287,0.43287,11,2,10,20,16,2,5,1,5,10,2,2,2,10,5,5,5,13,8,9,9,13,13,10,10,10,5,5,5,5,21,26,22,17,17,18,14,24,24,15,19,11,11,10,1,5,5,5,25,23,7,7,6,3,4,12
0.47276,0.47276,10,14,15,16,16,22,11,11,9,9,22,12,23,11,10,10,13,21,24,21,21,15,15,22,12,12,12,9,9,14,17,26,18,5,6,7,1,3,4,2,8,9,12,12,12,19,9,9,20,25,10,10,10,9,9,9
0.43012,0.43012,12,12,19,24,3,11,11,11,16,16,8,8,8,8,12,8,8,15,15,17,17,18,19,12,11,11,11,11,11,11,9,22,10,4,4,13,25,1,2,26,14,16,16,15,5,6,6,6,23,21,20,20,20,8,12,7
0.44932,0.44932,8,8,13,26,14,16,4,4,16,16,16,16,15,3,3,3,17,11,11,11,11,10,10,9,4,4,4,4,9,17,19,5,6,22,22,21,23,25,25,24,20,1,16,16,16,15,2,8,8,7,12,12,12,8,18,18
0.44469,0.44469,4,6,7,23,9,3,3,3,16,16,5,5,5,6,6,6,5,15,15,12,8,17,8,4,3,3,3,3,3,3,21,20,21,10,10,13,24,26,26,25,14,16,16,15,1,2,2,2,22,19,18,18,18,11,4,11
0.43012,0.43012,12,12,19,24,3,11,11,11,16,16,8,8,8,8,12,8,8,15,15,17,17,18,19,12,11,11,11,11,11,11,9,22,10,4,4,13,25,1,2,26,14,16,16,15,5,6,6,6,23,21,20,20,20,8,12,7
0.4398,0.4398,4,2,14,23,18,3,3,3,17,17,1,1,1,2,2,2,1,12,12,13,13,20,14,4,4,3,3,3,3,3,15,22,16,18,18,10,25,5,6,26,11,17,17,12,7,8,8,8,24,21,19,19,19,2,4,9
0.41621,0.41621,12,9,3,20,15,9,8,9,2,3,9,9,9,3,8,1,1,11,6,7,7,11,11,2,2,3,8,1,2,2,21,26,22,16,16,18,13,24,24,14,19,12,12,3,9,1,8,8,25,23,5,5,4,17,17,10
0.47514,0.47514,8,20,15,14,14,18,9,9,7,7,18,10,23,9,8,8,13,2,24,2,1,15,15,18,10,10,10,7,7,20,16,25,17,21,21,11,5,3,4,6,12,7,10,10,10,19,7,7,22,26,8,8,8,7,7,7
0.44291,0.44291,13,5,14,22,8,13,13,13,11,11,5,5,5,5,5,5,5,10,10,1,3,20,14,13,13,13,13,13,13,13,15,23,16,9,9,17,25,6,7,26,18,11,11,10,12,2,2,2,24,21,19,19,19,5,13,4
0.43988,0.43988,13,13,17,26,18,1,2,2,1,1,1,1,4,3,3,3,12,6,6,6,6,5,5,2,2,2,2,2,2,7,19,15,16,22,22,21,23,25,25,24,20,9,1,1,1,4,10,13,13,14,11,11,13,13,8,8
0.45714,0.45714,16,1,9,24,14,16,16,16,12,12,2,2,2,1,1,1,2,11,11,13,10,20,10,16,16,16,16,16,16,16,7,22,8,15,15,17,25,5,6,26,18,12,12,11,3,4,4,4,23,21,19,19,19,2,16,2
0.44291,0.44291,13,5,14,22,8,13,13,13,11,11,5,5,5,5,5,5,5,10,10,1,3,20,14,13,13,13,13,13,13,13,15,23,16,9,9,17,25,6,7,26,18,11,11,10,12,2,2,2,24,21,19,19,19,5,13,4
0.46315,0.46315,13,5,1,22,6,13,13,13,14,14,5,5,5,5,5,5,5,9,9,10,3,20,2,13,13,13,13,13,13,13,17,23,18,7,7,15,25,11,12,26,16,14,14,9,8,10,10,10,24,21,19,19,19,5,13,4
0.42185,0.42185,10,2,11,20,16,2,5,1,11,11,2,2,2,11,5,11,11,8,15,9,9,8,8,11,11,11,5,11,11,11,21,26,22,17,17,18,13,24,24,14,19,10,10,11,1,11,5,5,25,23,7,7,6,3,4,12
0.47276,0.47276,8,14,15,16,16,20,9,9,7,7,20,10,22,9,8,8,13,19,24,19,19,15,15,20,10,10,10,7,7,14,17,26,18,5,6,11,1,3,4,2,12,7,10,10,10,23,7,7,21,25,8,8,8,7,7,7
0.44107,0.44107,1,2,5,22,11,1,1,1,9,9,2,2,2,2,2,2,2,3,4,10,7,20,6,1,1,1,1,1,1,1,16,24,17,12,12,18,25,13,14,26,19,9,9,4,8,8,8,8,23,21,15,15,15,2,1,2
0.42789,0.42789,7,7,15,23,19,3,2,2,3,3,3,3,1,2,2,2,13,9,8,9,9,4,5,3,2,2,2,2,2,6,18,16,17,22,22,21,24,26,26,25,20,3,3,3,3,3,12,7,11,14,10,10,7,7,7,7
0.43597,0.43597,1,2,9,22,17,1,1,1,2,2,2,2,2,2,2,2,2,4,5,12,6,20,8,1,1,1,1,1,1,1,13,24,14,16,16,18,25,10,11,26,19,3,3,5,7,7,7,7,23,21,15,15,15,2,1,2
0.44107,0.44107,1,2,5,22,11,1,1,1,9,9,2,2,2,2,2,2,2,3,4,10,7,20,6,1,1,1,1,1,1,1,16,24,17,12,12,18,25,13,14,26,19,9,9,4,8,8,8,8,23,21,15,15,15,2,1,2
0.42929,0.42929,4,4,9,22,11,4,4,4,6,6,4,4,4,4,4,4,4,7,7,1,8,20,10,4,4,4,4,4,4,4,18,24,19,12,12,16,25,14,15,26,17,6,6,7,5,2,2,2,23,21,13,13,13,4,4,3
0.37704,0.37704,8,2,2,19,18,2,2,2,2,2,2,2,2,2,2,2,2,4,14,7,1,4,3,2,2,2,2,2,2,2,23,26,24,15,15,21,16,5,6,17,20,8,8,2,2,2,2,2,25,22,11,11,10,12,9,13
0.47276,0.47276,8,9,19,20,20,11,10,10,7,7,11,12,23,10,8,8,17,18,24,18,18,19,19,11,12,12,12,7,7,9,21,26,22,5,6,14,1,3,4,2,15,7,12,12,12,13,7,7,16,25,8,8,8,7,7,7
0.44702,0.44702,12,4,16,22,8,12,12,12,13,13,4,4,4,4,4,4,4,11,11,1,5,20,16,12,12,12,12,12,12,12,14,23,15,9,9,17,25,6,7,26,18,13,13,11,10,2,2,2,24,21,19,19,19,3,12,3
0.44044,0.44044,10,10,16,26,17,2,6,6,2,2,2,2,15,6,6,6,14,8,8,8,8,7,7,5,6,6,6,6,5,3,19,12,13,22,22,21,23,25,25,24,20,1,2,2,2,15,11,10,10,18,9,9,9,10,4,4
0.44702,0.44702,18,6,9,22,14,18,18,18,12,12,6,6,6,6,6,6,6,11,11,13,10,20,10,18,18,18,18,18,18,18,7,23,8,15,15,16,25,3,4,26,17,12,12,11,1,2,2,2,24,21,19,19,19,5,18,5
0.44702,0.44702,12,4,16,22,8,12,12,12,13,13,4,4,4,4,4,4,4,11,11,1,5,20,16,12,12,12,12,12,12,12,14,23,15,9,9,17,25,6,7,26,18,13,13,11,10,2,2,2,24,21,19,19,19,3,12,3
0.46315,0.46315,14,5,1,22,6,14,14,14,13,13,5,5,5,5,5,5,5,9,9,12,3,20,2,14,14,14,14,14,14,14,17,23,18,7,7,15,25,10,11,26,16,13,13,9,8,12,12,12,24,21,19,19,19,5,14,4
0.42185,0.42185,12,2,10,20,16,2,5,1,10,10,2,2,2,10,5,10,10,8,11,9,9,8,8,10,10,10,5,10,10,10,21,26,22,17,17,18,14,24,24,15,19,12,12,10,1,10,5,5,25,23,7,7,6,3,4,13
0.47514,0.47514,8,21,15,14,14,18,9,9,7,7,18,10,23,9,8,8,13,2,24,2,1,15,15,18,10,10,10,7,7,21,16,25,17,22,22,11,5,3,4,6,12,7,10,10,10,19,7,7,20,26,8,8,8,7,7,7
0.44112,0.44112,5,8,19,22,3,6,6,6,17,17,11,11,11,8,8,8,11,16,16,14,14,18,19,5,6,6,6,6,6,6,9,23,10,4,4,12,25,1,2,26,13,17,17,16,15,15,15,15,24,21,20,20,20,7,5,7
0.45816,0.45816,10,10,11,25,12,1,6,6,1,1,1,1,17,8,8,8,15,14,14,14,14,13,13,5,6,6,6,6,5,15,16,3,4,22,22,21,23,26,26,24,19,2,2,2,2,17,7,10,10,9,20,20,20,10,18,18
0.44707,0.44707,5,15,3,20,11,6,6,6,1,1,7,7,7,15,15,15,7,16,16,9,4,17,4,5,6,6,6,6,6,6,22,21,22,12,12,13,24,26,26,25,14,2,2,16,10,10,10,10,23,19,18,18,18,8,5,8
0.44112,0.44112,5,8,19,22,3,6,6,6,17,17,11,11,11,8,8,8,11,16,16,14,14,18,19,5,6,6,6,6,6,6,9,23,10,4,4,12,25,1,2,26,13,17,17,16,15,15,15,15,24,21,20,20,20,7,5,7
0.4398,0.4398,8,6,13,23,18,7,7,7,17,17,9,9,9,6,6,6,9,16,16,12,12,19,13,8,8,7,7,7,7,7,14,22,15,18,18,10,25,1,2,26,11,17,17,16,3,4,4,4,24,21,20,20,20,6,8,5
0.4117,0.4117,12,2,5,20,16,2,9,1,6,5,2,2,2,5,9,6,6,11,7,8,8,11,11,6,6,5,9,6,6,6,21,26,22,17,17,18,13,24,24,14,19,12,12,5,1,6,9,9,25,23,4,4,3,15,15,10
0.47276,0.47276,20,12,18,17,17,22,19,19,16,16,22,14,23,19,20,20,11,21,24,21,21,18,18,22,14,14,14,16,16,12,9,26,10,1,2,7,5,3,4,6,8,16,14,14,14,13,16,16,15,25,20,20,20,16,16,16
0.29107,0.29107,6,6,6,15,15,1,1,1,6,7,7,2,7,3,6,2,2,2,4,4,4,10,14,2,1,1,1,1,1,1,21,21,21,21,7,21,21,21,20,21,21,21,3,7,8,13,13,4,8,8,4,9,9,3,6,6,3,3,3,4,10,10,10,10,10,14,24,25,20,24,24,4,9,9,13,9,9,21,21,21,21,21,21,21
0.46007,0.46007,29,40,8,27,10,37,38,20,8,15,33,30,42,23,29,21,30,13,39,2,36,28,6,21,25,25,7,20,37,37,1,1,1,1,15,1,1,1,12,1,1,1,14,15,22,24,32,36,22,16,26,31,31,35,8,40,35,23,23,36,17,41,41,17,34,18,5,3,9,19,4,2,31,11,32,11,11,1,1,1,1,1,1,1
0.45769,0.45769,27,27,3,17,40,29,20,21,36,32,42,30,26,5,27,24,30,12,31,33,41,28,7,24,15,15,35,21,29,29,2,2,2,2,32,2,2,2,8,2,2,2,34,32,31,22,22,41,39,25,13,38,23,19,3,27,19,5,5,41,16,18,37,16,28,1,9,10,14,11,4,33,23,6,22,6,6,2,2,2,2,2,2,2
0.29213,0.29213,6,6,6,23,23,1,1,1,2,7,7,2,7,3,6,2,2,2,13,4,4,18,18,2,1,1,1,1,1,1,21,21,21,21,7,21,21,21,25,21,21,21,3,7,4,13,13,4,8,8,4,14,14,8,6,6,7,3,3,13,10,10,10,10,10,18,24,20,20,24,19,4,14,9,13,9,9,21,21,21,21,21,21,21
0.45406,0.45406,36,36,42,4,12,16,25,9,28,13,30,3,13,31,36,28,3,24,33,7,7,19,17,3,38,41,9,9,25,16,2,2,2,2,13,2,2,2,8,2,2,2,31,13,35,26,10,27,35,37,40,39,11,22,18,36,13,20,20,10,32,34,5,32,29,19,21,1,15,6,14,40,11,23,10,23,23,2,2,2,2,2,2,2
0.45848,0.45848,7,7,37,31,15,16,21,42,38,36,1,19,14,12,7,35,19,30,23,27,27,20,9,19,28,28,2,42,21,16,3,3,3,3,14,3,3,3,5,3,3,3,12,36,17,11,11,24,26,26,17,32,4,8,39,7,14,29,29,11,33,25,34,33,25,20,13,6,18,41,10,17,4,22,11,40,22,3,3,3,3,3,3,3
0.3247,0.3247,15,10,10,1,1,1,15,15,15,9,9,10,14,4,15,10,14,14,4,8,4,8,2,2,10,15,15,15,15,15,15,24,24,24,5,5,25,25,21,16,25,25,4,5,9,13,13,3,13,13,13,7,7,7,10,10,10,5,5,5,7,2,2,7,2,2,11,22,11,22,11,11,13,7,13,7,7,7,25,25,25,25,25,25
1,1,55,50,65,21,11,42,73,58,70,25,16,17,53,47,1,31,44,40,23,30,26,18,19,46,68,45,38,35,67,69,72,7,75,74,24,10,76,77,2,9,78,79,48,41,59,54,5,22,36,51,60,62,66,56,63,61,57,27,71,49,29,64,13,43,32,15,3,6,14,8,37,20,34,12,52,28,39,33,80,81,82,83,84,4
1,1,57,54,70,11,10,13,63,69,22,17,35,71,64,51,60,43,20,34,41,37,19,68,9,39,1,38,36,56,65,49,73,5,75,74,16,26,76,77,2,14,78,79,58,61,23,45,42,44,25,52,21,48,66,59,67,15,55,6,72,29,50,33,47,28,8,53,40,4,27,3,30,12,46,32,62,24,18,31,80,81,82,83,84,7
NaN,NaN,57,54,70,11,10,13,63,69,22,17,35,71,64,51,60,43,20,34,41,37,19,68,9,39,1,38,36,56,65,49,73,5,75,74,16,26,76,77,2,14,78,79,58,61,23,45,42,44,25,52,21,48,66,59,67,15,55,6,72,29,50,33,47,28,8,53,40,4,27,3,30,12,46,32,62,24,18,31,80,81,82,83,84,7
NaN,NaN,57,54,70,11,10,13,63,69,22,17,35,71,64,51,60,43,20,34,41,37,19,68,9,39,1,38,36,56,65,49,73,5,75,74,16,26,76,77,2,14,78,79,58,61,23,45,42,44,25,52,21,48,66,59,67,15,55,6,72,29,50,33,47,28,8,53,40,4,27,3,30,12,46,32,62,24,18,31,80,81,82,83,84,7
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
